GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C7M001,C7M002,C7M003,C8Y001,C9B001,C9B002,C9C001,C9C002,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C8N001,C8N002,C8N003,C8N004,C8N005,C8N006,C8N007,C8N008,C8N009,C8N010,C8N011,C8N012,C8N013,C8N014,C8O001
"G1801490","1980","A","2","3","Indiana","18",,"Starke","149",,,,,,,,,,,,,"02",,,,,,,,"STARKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",21997,0,3674,18323,9238,7459,681,10813,11184,21808,32,42,0,0,11,4,5,9,7,0,2,0,0,77,32,186,181,159,50,135,56,83,82,17,2,1,1,170,132
"G1801510","1980","A","2","3","Indiana","18",,"Steuben","151",,,,,,,,,,,,,"03",,,,,,,,"STEUBEN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",24694,0,5486,19208,15000,8754,829,12454,12240,24351,65,34,0,0,11,23,6,5,35,14,2,0,0,148,45,203,138,181,60,176,86,238,110,31,4,3,1,189,151
"G1801530","1980","A","2","3","Indiana","18","8320","Sullivan","153",,,,,,,,,,,,,"06",,,,,,,,"SULLIVAN COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",21107,0,4774,16333,8818,7948,733,10084,11023,21034,22,25,0,0,1,0,5,2,6,1,0,0,0,11,76,306,140,141,37,79,45,50,60,18,6,4,1,193,114
"G1801550","1980","A","2","3","Indiana","18",,"Switzerland","155",,,,,,,,,,,,,"08",,,,,,,,"SWITZERLAND COUNTY","0","0","1","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",7153,0,0,7153,3203,2547,321,3530,3623,7114,14,10,0,0,1,0,11,0,0,0,0,0,0,3,30,83,37,44,8,21,27,12,6,2,6,0,0,52,114
"G1801570","1980","A","2","3","Indiana","18","3920","Tippecanoe","157",,,,,,,,,,,,,"09",,,,,,,,"TIPPECANOE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",121702,91380,0,30322,43130,40681,2386,61454,60248,116918,2040,152,3,1,237,725,92,137,329,143,24,15,1,885,269,830,612,1780,606,943,747,2433,3703,1717,942,220,66,448,190
"G1801590","1980","A","2","3","Indiana","18","3850","Tipton","159",,,,,,,,,,,,,"05",,,,,,,,"TIPTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",16819,0,5263,11556,6443,5993,449,8204,8615,16723,2,25,0,0,2,1,0,4,5,1,10,1,0,45,27,157,121,140,54,92,54,98,102,21,4,0,0,114,139
"G1801610","1980","A","2","3","Indiana","18",,"Union","161",,,,,,,,,,,,,"04",,,,,,,,"UNION COUNTY","0","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0",6860,0,0,6860,2627,2410,195,3355,3505,6816,21,11,0,0,1,0,8,0,1,0,0,0,0,2,9,86,59,62,12,28,24,47,27,2,0,0,0,49,128
"G1801630","1980","A","2","3","Indiana","18","2440","Vanderburgh","163",,,,,,,,,,,,,"E",,,,,,,,"VANDERBURGH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",167515,143167,0,24348,67502,64030,3371,78838,88677,154335,11934,189,2,0,35,111,52,101,89,254,15,0,0,398,786,2756,1354,1970,888,1597,1411,3093,3776,1680,745,131,30,747,165
"G1801650","1980","A","2","3","Indiana","18","8320","Vermillion","165",,,,,,,,,,,,,"09",,,,,,,,"VERMILLION COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",18229,0,5267,12962,7464,6924,521,8730,9499,18144,13,23,0,0,4,0,18,8,3,0,1,0,0,15,63,223,142,118,45,75,31,91,69,15,6,0,1,220,122
"G1801670","1980","A","2","3","Indiana","18","8320","Vigo","167",,,,,,,,,,,,,"G",,,,,,,,"VIGO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",112385,74736,0,37649,43075,40278,2659,54119,58266,104799,6170,178,14,0,74,111,119,73,157,64,13,1,3,609,401,1508,903,1218,635,1201,731,1450,1118,713,264,31,11,677,154
"G1801690","1980","A","2","3","Indiana","18",,"Wabash","169",,,,,,,,,,,,,"09",,,,,,,,"WABASH COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",36640,0,18983,17657,13465,12586,714,17729,18911,36154,147,143,4,0,4,1,6,19,17,16,1,0,0,128,75,386,250,353,192,232,209,337,284,59,26,6,2,207,147
"G1801710","1980","A","2","3","Indiana","18",,"Warren","171",,,,,,,,,,,,,"09",,,,,,,,"WARREN COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0",8976,0,0,8976,3402,3091,287,4428,4548,8949,3,8,1,1,0,0,3,2,3,0,0,0,0,6,16,108,53,35,16,27,20,20,21,2,0,0,2,89,114
"G1801730","1980","A","2","3","Indiana","18","2440","Warrick","173",,,,,,,,,,,,,"06",,,,,,,,"WARRICK COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",41474,11911,9343,20220,14753,13735,947,20487,20987,40971,295,40,0,0,5,18,15,32,36,2,2,0,1,57,77,335,167,160,54,149,118,296,334,176,90,21,11,213,164
"G1801750","1980","A","2","3","Indiana","18",,"Washington","175",,,,,,,,,,,,,"07",,,,,,,,"WASHINGTON COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",21932,0,5290,16642,8512,7556,831,10850,11082,21870,7,13,0,0,1,0,4,6,4,7,0,0,0,20,43,206,151,126,27,69,36,81,41,6,2,1,1,143,119
"G1801770","1980","A","2","3","Indiana","18",,"Wayne","177",,,,,,,,,,,,,"04",,,,,,,,"WAYNE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",76058,0,41349,34709,29298,27430,1831,36198,39860,71697,3856,124,0,0,25,28,68,16,29,29,2,4,0,180,373,1213,813,1017,437,657,507,874,978,229,109,9,2,338,144
"G1801790","1980","A","2","3","Indiana","18","2760","Wells","179",,,,,,,,,,,,,"03",,,,,,,,"WELLS COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1",25401,0,8705,16696,9502,8848,639,12362,13039,25268,4,16,0,0,4,0,7,5,6,2,0,1,0,88,61,223,142,209,106,107,82,119,113,34,14,1,5,118,137
"G1801810","1980","A","2","3","Indiana","18",,"White","181",,,,,,,,,,,,,"09",,,,,,,,"WHITE COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",23867,0,5162,18705,11159,8798,622,11624,12243,23759,10,20,0,0,8,8,7,5,3,6,4,0,0,37,26,165,142,179,114,134,113,184,169,58,17,2,0,151,152
"G1801830","1980","A","2","3","Indiana","18",,"Whitley","183",,,,,,,,,,,,,"03",,,,,,,,"WHITLEY COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",26215,0,5091,21124,10219,9065,616,12826,13389,26073,9,42,3,0,7,6,6,10,2,10,3,0,0,44,36,169,123,166,94,131,65,104,103,19,14,2,0,108,142
"G1900010","1980","A","2","4","Iowa","19",,"Adair","001",,,,,,,,,,,,,"03",,,,,,,,"ADAIR COUNTY","0","0","1","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","0","0",9509,0,0,9509,3963,3615,343,4704,4805,9488,1,1,0,0,0,0,0,1,4,0,0,0,0,14,27,164,76,65,10,27,13,30,15,4,0,0,0,59,106
"G1900030","1980","A","2","4","Iowa","19",,"Adams","003",,,,,,,,,,,,,"03",,,,,,,,"ADAMS COUNTY","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0",5731,0,0,5731,2478,2216,256,2846,2885,5711,1,4,0,0,3,0,2,0,0,10,0,0,0,0,15,91,40,38,5,22,4,10,6,2,1,0,0,33,106
"G1900050","1980","A","2","4","Iowa","19",,"Allamakee","005",,,,,,,,,,,,,"04",,,,,,,,"ALLAMAKEE COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0",15108,0,3983,11125,6578,5215,503,7467,7641,15051,8,7,0,1,0,0,2,3,5,0,0,0,0,31,58,178,116,129,37,69,36,49,17,3,1,1,1,125,119
"G1900070","1980","A","2","4","Iowa","19",,"Appanoose","007",,,,,,,,,,,,,"03",,,,,,,,"APPANOOSE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",15511,0,6558,8953,6706,6011,591,7374,8137,15277,103,38,0,0,3,8,2,8,3,18,0,0,0,51,93,309,177,178,32,99,47,71,47,11,10,1,1,120,115
"G1900090","1980","A","2","4","Iowa","19",,"Audubon","009",,,,,,,,,,,,,"01",,,,,,,,"AUDUBON COUNTY","0","0","0","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","0","0",8559,0,2841,5718,3524,3192,326,4159,4400,8533,0,2,0,0,2,0,0,1,4,5,0,0,0,12,11,109,60,49,19,20,11,15,24,9,1,0,0,50,115
"G1900110","1980","A","2","4","Iowa","19",,"Benton","011",,,,,,,,,,,,,"05",,,,,,,,"BENTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0",23649,0,7943,15706,9090,8561,525,11583,12066,23559,6,27,2,0,1,0,2,11,4,2,0,0,0,35,44,225,142,164,61,150,69,182,146,45,3,3,1,119,147
"G1900130","1980","A","2","4","Iowa","19","8920","Black Hawk","013",,,,,,,,,,,,,"E",,,,,,,,"BLACK HAWK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",137961,120290,0,17671,50290,48205,1965,66802,71159,127923,8595,251,2,1,54,146,58,124,193,71,10,16,7,510,142,775,578,886,364,697,543,2024,3472,2146,918,96,29,385,205
"G1900150","1980","A","2","4","Iowa","19",,"Boone","015",,,,,,,,,,,,,"02",,,,,,,,"BOONE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",26184,0,12602,13582,10427,9731,677,12587,13597,25989,50,22,0,0,3,0,5,11,7,48,0,0,0,49,38,278,176,237,99,174,78,268,312,122,43,2,1,138,155
"G1900170","1980","A","2","4","Iowa","19",,"Bremer","017",,,,,,,,,,,,,"04",,,,,,,,"BREMER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",24820,0,8444,16376,8811,8454,344,12207,12613,24634,46,16,0,0,14,15,15,9,3,21,1,1,0,45,29,188,119,173,74,111,79,198,355,54,19,2,4,94,161
"G1900190","1980","A","2","4","Iowa","19",,"Buchanan","019",,,,,,,,,,,,,"04",,,,,,,,"BUCHANAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",22900,0,6392,16508,8222,7672,446,11377,11523,22748,25,21,0,0,8,0,6,3,12,12,0,0,0,65,22,220,115,163,48,109,47,137,191,38,9,1,1,129,146
"G1900210","1980","A","2","4","Iowa","19",,"Buena Vista","021",,,,,,,,,,,,,"01",,,,,,,,"BUENA VISTA COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",20774,0,8814,11960,8198,7673,472,10049,10725,20641,9,16,0,0,5,3,3,2,12,0,0,0,0,83,61,320,193,189,61,123,85,159,219,49,33,1,1,133,138
"G1900230","1980","A","2","4","Iowa","19",,"Butler","023",,,,,,,,,,,,,"04",,,,,,,,"BUTLER COUNTY","0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","1","0",17668,0,0,17668,6779,6356,410,8708,8960,17580,4,10,0,0,2,3,4,16,1,1,1,1,0,45,38,164,97,97,24,73,27,71,44,11,2,1,0,123,125
"G1900250","1980","A","2","4","Iowa","19",,"Calhoun","025",,,,,,,,,,,,,"02",,,,,,,,"CALHOUN COUNTY","0","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0",13542,0,0,13542,5782,5113,405,6444,7098,13487,21,8,0,0,2,0,2,4,5,0,0,0,0,13,38,177,95,108,30,76,29,61,34,10,2,1,1,99,124
"G1900270","1980","A","2","4","Iowa","19",,"Carroll","027",,,,,,,,,,,,,"01",,,,,,,,"CARROLL COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0",22951,0,9705,13246,8379,7869,486,11146,11805,22881,3,16,0,0,0,2,13,5,6,12,0,0,0,13,22,262,173,112,49,92,77,215,263,53,31,3,2,123,156
"G1900290","1980","A","2","4","Iowa","19",,"Cass","029",,,,,,,,,,,,,"01",,,,,,,,"CASS COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",16932,0,7789,9143,7025,6524,492,8172,8760,16830,10,13,0,0,2,0,11,7,9,12,0,0,3,35,68,319,183,168,50,110,42,102,122,27,8,0,0,129,124
"G1900310","1980","A","2","4","Iowa","19",,"Cedar","031",,,,,,,,,,,,,"06",,,,,,,,"CEDAR COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",18635,0,3064,15571,7312,6771,407,9179,9456,18495,12,21,0,0,1,1,6,11,5,27,2,0,2,52,35,172,105,167,34,125,43,130,202,45,11,2,1,123,152
"G1900330","1980","A","2","4","Iowa","19",,"Cerro Gordo","033",,,,,,,,,,,,,"04",,,,,,,,"CERRO GORDO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",48458,0,37602,10856,20931,18694,1781,22899,25559,47595,238,42,0,0,12,19,19,44,22,19,6,2,0,440,77,572,323,464,181,419,298,853,885,348,113,10,3,234,168
"G1900350","1980","A","2","4","Iowa","19",,"Cherokee","035",,,,,,,,,,,,,"01",,,,,,,,"CHEROKEE COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0",16238,0,7004,9234,6475,5999,473,7940,8298,16178,7,20,0,0,1,1,5,7,4,1,0,0,0,14,57,325,139,166,36,94,52,87,77,34,18,1,3,95,123
"G1900370","1980","A","2","4","Iowa","19",,"Chickasaw","037",,,,,,,,,,,,,"04",,,,,,,,"CHICKASAW COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0",15437,0,3940,11497,5701,5359,332,7640,7797,15385,2,5,0,4,9,0,4,3,1,2,2,0,0,20,22,127,95,129,31,71,43,94,87,12,3,1,0,75,138
"G1900390","1980","A","2","4","Iowa","19",,"Clarke","039",,,,,,,,,,,,,"03",,,,,,,,"CLARKE COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","0",8612,0,3750,4862,3715,3356,338,4184,4428,8563,4,9,0,0,0,0,3,6,4,0,0,0,0,23,25,90,50,88,65,53,21,61,40,8,4,0,1,54,140
"G1900410","1980","A","2","4","Iowa","19",,"Clay","041",,,,,,,,,,,,,"02",,,,,,,,"CLAY COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",19576,0,11726,7850,8043,7377,529,9394,10182,19443,4,36,1,0,5,0,1,11,3,13,1,0,0,58,52,234,120,186,57,145,87,225,324,186,69,7,4,96,166
"G1900430","1980","A","2","4","Iowa","19",,"Clayton","043",,,,,,,,,,,,,"04",,,,,,,,"CLAYTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",21098,0,0,21098,8557,7487,602,10539,10559,20987,8,30,0,0,2,0,3,14,3,1,0,0,0,50,52,274,189,198,61,89,34,72,43,4,3,0,0,164,119
"G1900450","1980","A","2","4","Iowa","19",,"Clinton","045",,,,,,,,,,,,,"06",,,,,,,,"CLINTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",57122,0,42065,15057,21370,20345,968,27808,29314,56137,551,99,0,0,9,28,26,37,25,65,0,4,0,141,47,321,247,351,144,400,289,859,1118,511,175,22,2,207,186
"G1900470","1980","A","2","4","Iowa","19",,"Crawford","047",,,,,,,,,,,,,"01",,,,,,,,"CRAWFORD COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0",18935,0,6675,12260,7094,6661,426,9347,9588,18764,9,14,0,0,2,5,2,6,3,29,2,4,0,95,42,208,98,89,43,91,57,152,121,66,18,0,1,116,151
"G1900490","1980","A","2","4","Iowa","19",,"Dallas","049",,,,,,,,,,,,,"02",,,,,,,,"DALLAS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",29513,0,9899,19614,11555,10688,850,14351,15162,29325,56,19,0,0,6,11,9,19,8,16,1,0,0,43,51,237,222,221,115,204,90,289,312,108,24,8,1,149,155
"G1900510","1980","A","2","4","Iowa","19",,"Davis","051",,,,,,,,,,,,,"03",,,,,,,,"DAVIS COUNTY","0","0","0","1","1","0","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0",9104,0,2849,6255,3579,3278,268,4507,4597,9060,16,5,0,0,0,0,0,0,3,0,1,0,0,19,13,132,53,47,9,35,15,29,40,5,2,0,0,61,117
"G1900530","1980","A","2","4","Iowa","19",,"Decatur","053",,,,,,,,,,,,,"03",,,,,,,,"DECATUR COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",9794,0,2705,7089,3974,3458,500,4721,5073,9659,27,14,1,0,7,3,6,7,1,13,11,0,0,45,59,203,127,101,18,30,8,19,12,3,0,1,0,75,104
"G1900550","1980","A","2","4","Iowa","19",,"Delaware","055",,,,,,,,,,,,,"04",,,,,,,,"DELAWARE COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0",18933,0,4987,13946,6542,6219,310,9312,9621,18877,3,11,0,0,1,3,0,3,1,7,0,0,0,27,33,174,114,150,22,90,37,60,101,15,6,2,0,120,131
"G1900570","1980","A","2","4","Iowa","19",,"Des Moines","057",,,,,,,,,,,,,"06",,,,,,,,"DES MOINES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",46203,0,32900,13303,18567,17350,1032,22169,24034,44790,1021,63,0,0,8,20,26,34,17,13,4,0,0,207,107,544,520,380,204,330,198,633,680,272,93,22,7,182,157
"G1900590","1980","A","2","4","Iowa","19",,"Dickinson","059",,,,,,,,,,,,,"02",,,,,,,,"DICKINSON COUNTY","0","0","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",15629,0,3976,11653,10187,6033,1175,7582,8047,15563,4,20,0,0,2,0,2,2,4,2,1,1,0,28,20,149,127,137,23,106,49,141,161,46,32,6,3,108,154
"G1900610","1980","A","2","4","Iowa","19","2200","Dubuque","061",,,,,,,,,,,,,"06",,,,,,,,"DUBUQUE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",93745,65947,3780,24018,31506,30021,1415,45322,48423,93015,237,56,2,0,29,28,41,34,47,40,14,2,1,199,84,800,410,660,333,594,524,1382,1797,643,226,50,29,326,178
"G1900630","1980","A","2","4","Iowa","19",,"Emmet","063",,,,,,,,,,,,,"02",,,,,,,,"EMMET COUNTY","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",13336,0,7518,5818,5268,4844,379,6506,6830,13238,13,11,1,0,3,6,5,6,3,8,0,0,0,42,16,155,96,128,34,92,49,126,102,45,12,1,1,85,150
"G1900650","1980","A","2","4","Iowa","19",,"Fayette","065",,,,,,,,,,,,,"04",,,,,,,,"FAYETTE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",25488,0,10347,15141,9721,9093,615,12555,12933,25294,44,9,0,0,7,4,3,16,7,20,0,0,0,84,60,300,191,221,54,125,52,119,109,24,23,2,1,144,128
"G1900670","1980","A","2","4","Iowa","19",,"Floyd","067",,,,,,,,,,,,,"04",,,,,,,,"FLOYD COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0",19597,0,8778,10819,7587,7084,486,9428,10169,19532,4,3,0,0,3,1,1,17,1,6,0,0,0,29,41,287,116,148,56,90,62,173,110,47,13,2,0,95,137
"G1900690","1980","A","2","4","Iowa","19",,"Franklin","069",,,,,,,,,,,,,"02",,,,,,,,"FRANKLIN COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",13036,0,4630,8406,5421,5010,398,6362,6674,12935,7,3,0,0,0,6,3,5,0,4,0,0,0,73,25,140,86,75,27,65,28,75,117,60,14,1,1,92,151
"G1900710","1980","A","2","4","Iowa","19",,"Fremont","071",,,,,,,,,,,,,"01",,,,,,,,"FREMONT COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0",9401,0,0,9401,4016,3588,411,4542,4859,9333,5,26,0,0,2,1,1,2,3,1,1,0,0,26,44,161,70,84,24,46,12,28,21,1,1,0,2,82,112
"G1900730","1980","A","2","4","Iowa","19",,"Greene","073",,,,,,,,,,,,,"02",,,,,,,,"GREENE COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0",12119,0,4854,7265,5020,4682,322,5850,6269,12044,4,9,0,0,7,7,5,1,3,21,0,1,0,17,21,180,128,97,30,51,39,67,40,6,2,0,0,93,120
"G1900750","1980","A","2","4","Iowa","19",,"Grundy","075",,,,,,,,,,,,,"05",,,,,,,,"GRUNDY COUNTY","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",14366,0,2880,11486,5480,5228,243,7032,7334,14325,1,4,0,0,1,0,7,9,1,0,0,0,0,18,14,93,87,93,26,90,38,97,78,19,6,0,0,100,151
"G1900770","1980","A","2","4","Iowa","19",,"Guthrie","077",,,,,,,,,,,,,"03",,,,,,,,"GUTHRIE COUNTY","0","0","1","1","0","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0",11983,0,0,11983,5287,4572,623,5743,6240,11957,3,6,0,0,3,0,5,3,4,0,0,0,0,2,33,220,105,75,18,66,26,33,40,5,4,1,0,89,111
"G1900790","1980","A","2","4","Iowa","19",,"Hamilton","079",,,,,,,,,,,,,"02",,,,,,,,"HAMILTON COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",17862,0,8572,9290,7144,6623,500,8754,9108,17748,10,16,2,0,4,7,0,16,13,7,0,0,0,39,12,192,135,187,40,105,56,134,162,52,35,3,1,89,148
"G1900810","1980","A","2","4","Iowa","19",,"Hancock","081",,,,,,,,,,,,,"02",,,,,,,,"HANCOCK COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",13833,0,3258,10575,5410,5002,377,6814,7019,13773,6,7,0,0,1,0,6,9,0,0,0,1,0,30,18,98,69,118,55,67,34,89,58,15,5,0,2,86,142
"G1900830","1980","A","2","4","Iowa","19",,"Hardin","083",,,,,,,,,,,,,"02",,,,,,,,"HARDIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",21776,0,9237,12539,8799,8161,615,10642,11134,21585,60,25,0,1,6,10,4,18,10,3,1,0,0,53,29,236,174,228,62,157,85,167,171,63,41,2,2,141,147
"G1900850","1980","A","2","4","Iowa","19",,"Harrison","085",,,,,,,,,,,,,"01",,,,,,,,"HARRISON COUNTY","0","0","1","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0",16348,0,3107,13241,6357,5957,394,7941,8407,16294,8,22,3,0,3,0,0,2,3,3,0,0,0,10,39,295,176,145,40,77,25,39,38,7,2,1,0,126,112
"G1900870","1980","A","2","4","Iowa","19",,"Henry","087",,,,,,,,,,,,,"05",,,,,,,,"HENRY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",18890,0,7322,11568,7241,6707,498,9091,9799,18573,125,22,1,0,5,0,10,19,14,39,0,0,0,82,59,201,134,139,39,130,55,130,152,75,16,2,1,115,149
"G1900890","1980","A","2","4","Iowa","19",,"Howard","089",,,,,,,,,,,,,"04",,,,,,,,"HOWARD COUNTY","0","0","1","1","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0",11114,0,3860,7254,4271,4012,258,5452,5662,11084,3,3,0,0,5,0,0,6,1,6,0,0,0,6,29,158,72,72,20,37,17,29,16,4,2,0,1,111,112
"G1900910","1980","A","2","4","Iowa","19",,"Humboldt","091",,,,,,,,,,,,,"02",,,,,,,,"HUMBOLDT COUNTY","0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0",12246,0,4794,7452,5017,4620,375,5989,6257,12189,11,7,0,0,0,0,3,1,4,5,0,0,0,26,20,99,92,135,38,67,45,99,100,28,8,3,2,81,146
"G1900930","1980","A","2","4","Iowa","19",,"Ida","093",,,,,,,,,,,,,"01",,,,,,,,"IDA COUNTY","0","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1","0",8908,0,0,8908,3634,3369,255,4400,4508,8898,1,3,0,0,0,0,1,0,1,0,0,0,0,4,24,154,91,57,25,45,11,47,9,12,2,0,0,63,113
"G1900950","1980","A","2","4","Iowa","19",,"Iowa","095",,,,,,,,,,,,,"05",,,,,,,,"IOWA COUNTY","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0",15429,0,0,15429,5872,5598,261,7525,7904,15339,4,7,0,0,0,1,7,16,2,12,0,0,0,41,42,124,91,100,44,92,49,105,114,12,5,0,2,122,148
"G1900970","1980","A","2","4","Iowa","19",,"Jackson","097",,,,,,,,,,,,,"06",,,,,,,,"JACKSON COUNTY","0","0","1","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0",22503,0,6313,16190,8564,7632,490,11128,11375,22451,4,5,0,0,2,2,6,12,7,0,1,0,0,13,58,271,140,219,56,110,68,139,148,44,20,2,2,126,135
"G1900990","1980","A","2","4","Iowa","19",,"Jasper","099",,,,,,,,,,,,,"05",,,,,,,,"JASPER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36425,0,15292,21133,14447,13564,751,17817,18608,36169,40,36,6,0,9,7,6,37,13,9,4,0,0,89,69,423,248,343,145,300,149,387,403,72,27,2,5,161,152
"G1901010","1980","A","2","4","Iowa","19",,"Jefferson","101",,,,,,,,,,,,,"03",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",16316,0,9428,6888,6034,5716,315,8077,8239,16120,74,19,0,0,7,4,5,8,5,0,1,0,0,73,40,206,135,169,44,105,76,112,119,28,14,3,0,103,137
