StoreNbr,StoreName,StoreType,BuildingAddress,BuildingCity,BuildingStateProv,BuildingPostalCode,SizeSqFt,OpenDate,Latitude,Longitude
2869,LANSING (W) MI,Supercenter,409 N MARKETPLACE BLVD,LANSING,MI,48917,210983,1/24/2001,42.731731,-84.637521
2871,CINNAMINSON NJ,Wal-Mart,2501 ROUTE 130 S,CINNAMINSON,NJ,8077,142129,1/22/2003,40.008345,-75.010068
2872,VAN BUREN TOWNSHIP MI,Supercenter,10562 BELLEVILLE RD,BELLEVILLE,MI,48111,189404,1/24/2001,42.22427729,-83.48508228
2873,TROY MI,Supercenter,2001 W MAPLE RD,TROY,MI,48084,136846,1/24/2001,42.54767553,-83.1726794
2874,GLENVILLE NY,Supercenter,200 DUTCH MEADOWS LN,GLENVILLE,NY,12302,204184,4/17/2002,42.856481,-73.956093
2875,BETHANY OK,Neighborhood Market,6000 NW 23RD ST,OKLAHOMA CITY,OK,73127,41171,1/12/2000,35.49217593,-97.62021298
2876,EDMOND OK,Neighborhood Market,1301 E 2ND ST,EDMOND,OK,73034,42569,10/11/2000,35.65288098,-97.46303763
2877,OKLAHOMA CITY (NW) OK,Neighborhood Market,11101 N ROCKWELL AVE,OKLAHOMA CITY,OK,73162,40036,1/12/2000,35.58246082,-97.63996521
2878,OKLAHOMA CITY (SW) OK,Neighborhood Market,911 SW 104TH ST,OKLAHOMA CITY,OK,73139,42935,5/3/2000,35.36336866,-97.53025548
2880,TULSA (SHERIDAN) OK,Neighborhood Market,6606 E 81ST ST,TULSA,OK,74133,52994,10/4/2000,36.04508991,-95.90288278
2881,KISSIMMEE (E) FL,Supercenter,1471 E OSCEOLA PKWY,KISSIMMEE,FL,34744,226367,7/18/2001,28.34296531,-81.38602945
2882,MAPLE GROVE MN,Supercenter,9451 DUNKIRK LN N,MAPLE GROVE,MN,55311,221321,1/24/2001,45.12611574,-93.49344567
2883,PLANO (N) TX,Supercenter,8801 OHIO DR,PLANO,TX,75024,224132,7/12/2000,33.09981184,-96.79754683
2884,LAS VEGAS NV,Supercenter,8060 W TROPICAL PKWY,LAS VEGAS,NV,89149,222335,1/24/2001,36.27147336,-115.2703634
2885,NEWPORT RI,Wal-Mart,199 CONNELL HWY,NEWPORT,RI,2840,98487,1/26/2000,41.50634263,-71.31752017
2886,PICO RIVERA CA,Supercenter,8500 WASHINGTON BLVD,PICO RIVERA,CA,90660,223494,9/18/2002,33.98543307,-118.1045065
2888,PALMYRA PA,Supercenter,100 NO LONDONDERRY SQUARE,PALMYRA,PA,17078,154770,3/14/2001,40.299264,-76.586642
2889,CLINTON IA,Supercenter,2715 S 25TH ST,CLINTON,IA,52732,185944,5/17/2000,41.81588933,-90.24440383
2890,MACON (N) GA,Supercenter,5955 ZEBULON RD,MACON,GA,31210,206489,3/17/2004,32.88001379,-83.76373839
2891,ODESSA (W) TX,Supercenter,2450 NW LOOP 338,ODESSA,TX,79763,185944,6/14/2000,31.841408,-102.429466
2892,PARKER CO,Supercenter,11101 S PARKER RD,PARKER,CO,80134,207592,8/16/2000,39.51321352,-104.7682429
2893,INDEPENDENCE KS,Supercenter,121 PETER PAN RD,INDEPENDENCE,KS,67301,154335,7/19/2000,37.225582,-95.713959
2894,OAKLAND MD,Supercenter,13164 GARRETT HWY,OAKLAND,MD,21550,154450,2/28/2001,39.42497557,-79.39292546
2896,DERBY CT,Wal-Mart,656 NEW HAVEN AVE,DERBY,CT,6418,93638,10/11/2000,41.38189,-73.079662
2897,SOUTHINGTON CT,Wal-Mart,235 QUEEN ST,SOUTHINGTON,CT,6489,96467,4/19/2000,41.62413835,-72.87305581
2898,OLD SAYBROOK CT,Wal-Mart,665 BOSTON POST RD,OLD SAYBROOK,CT,6475,88366,8/22/2001,41.29974,-72.39036
2899,AVON CT,Wal-Mart,255 W MAIN ST,AVON,CT,6001,94221,1/24/2001,41.81321725,-72.85594799
2900,ROCKY HILL CT,Wal-Mart,80 TOWN LINE RD,ROCKY HILL,CT,6067,98260,7/19/2000,41.68212353,-72.65807867
2901,NORTHHAMPTON MA,Wal-Mart,180 N KING ST,NORTHAMPTON,MA,1060,96352,1/24/2001,42.34168885,-72.64327306
2902,FRAMINGHAM MA,Wal-Mart,121 WORCESTER RD,FRAMINGHAM,MA,1701,107738,6/19/2002,42.315117,-71.43412
2903,CHELMSFORD MA,Wal-Mart,66 PARKHURST RD,CHELMSFORD,MA,1824,102372,5/17/2000,42.62101272,-71.35988777
2904,BROCKTON MA,Wal-Mart,700 OAK ST,BROCKTON,MA,2301,114573,7/19/2000,42.10087422,-71.0586895
2905,SUFFREN NY,Wal-Mart,250 ROUTE 59,SUFFERN,NY,10901,98692,1/24/2001,41.11247393,-74.13635523
2906,RIVERHEAD NY,Wal-Mart,765 OLD COUNTRY RD,RIVERHEAD,NY,11901,112595,1/24/2001,40.93411547,-72.6708347
2908,BISCOE NC,Supercenter,201 MONTGOMERY XING,BISCOE,NC,27209,107356,9/20/2000,35.35828938,-79.79802954
2909,CORRY PA,Supercenter,961 E COLUMBUS AVE,CORRY,PA,16407,107356,4/17/2002,41.93248069,-79.61248663
2910,SALEM OH 11-11-02,Supercenter,2875 E STATE ST,SALEM,OH,44460,184435,3/19/2003,40.886216,-80.871563
2911,CENTRAL SQUARE NY,Supercenter,3018 EAST AVE,CENTRAL SQUARE,NY,13036,154450,8/14/2002,43.3068,-76.17828
2912,TAYLOR MI,Supercenter,7555 TELEGRAPH RD,TAYLOR,MI,48180,217364,1/24/2001,42.234324,-83.269312
2913,BOUTTE LA,Supercenter,13001 HIGHWAY 90,BOUTTE,LA,70039,158416,1/24/2001,29.885582,-90.38995
2914,MASSILLON OH,Supercenter,1 MASSILLON MARKETPLACE DR SW,MASSILLON,OH,44646,222344,7/19/2000,40.76610654,-81.52261638
2915,SOUTH SETAUKET NY,Wal-Mart,3990 NESCONSET HWY,EAST SETAUKET,NY,11733,126689,1/22/2003,40.89937865,-73.08059481
2916,EAST MEADOW NY,Wal-Mart,2465 HEMPSTEAD TPKE,EAST MEADOW,NY,11554,117360,1/23/2002,40.7246991,-73.54434616
2917,ISLANDIA NY,Wal-Mart,1850 VETERANS HWY,ISLANDIA,NY,11749,128361,1/22/2003,40.80475071,-73.17957133
2918,ALLEN TX,Supercenter,730 W EXCHANGE PKWY,ALLEN,TX,75013,177557,1/26/2011,33.113364,-96.696357
2920,FLEMING ISLAND FL,Supercenter,1505 COUNTY ROAD 220,ORANGE PARK,FL,32003,203750,4/18/2001,30.10209979,-81.70804529
2921,HARRISVILLE UT,Supercenter,534 N HARRISVILLE RD,HARRISVILLE,UT,84404,204419,2/28/2001,41.26842356,-111.9753362
2922,TUCSON (FOOTHILLS) AZ,Supercenter,7635 NO. LA CHOLLA B,TUCSON,AZ,85741,207542,10/25/2000,32.34413429,-111.0128491
2923,BILLINGS MT,Supercenter,1649 MAIN ST,BILLINGS,MT,59105,185944,1/24/2001,45.82916577,-108.4707588
2924,ALBUQUERQUE (W) NM,Supercenter,2550 COORS BLDV. NW,ALBUQUERQUE,NM,87120,224161,5/15/2002,35.141221,-106.704928
2925,NAPA CA,Supercenter,681 LINCOLN AVE,NAPA,CA,94558,102460,1/24/2001,38.30920001,-122.2835607
2926,PLANO (C) TX,Supercenter,6000 COIT RD,PLANO,TX,75023,114538,10/25/2000,33.05424133,-96.77029375
2927,WOOD VILLAGE OR,Supercenter,23500 NE SANDY BLVD,WOOD VILLAGE,OR,97060,201075,1/24/2001,45.54280913,-122.4208472
2928,GOOSE CREEK SC,Supercenter,605 SAINT JAMES AVE,GOOSE CREEK,SC,29445,204184,10/11/2000,33.03389825,-80.06361128
2929,HOPE MILLS NC,Supercenter,3030 N MAIN ST,HOPE MILLS,NC,28348,183645,2/28/2001,34.98050795,-78.96499066
2931,FRUITLAND MD,Supercenter,409 N FRUITLAND BLVD,SALISBURY,MD,21801,154450,7/19/2000,38.32665065,-75.61579264
2932,KNOXVILLE (SW) TN,Supercenter,10900 PARKSIDE DR,KNOXVILLE,TN,37934,209642,1/24/2001,35.8761,-84.1703
2933,PRINCETON WV,Supercenter,201 GREASY RIDGE RD,PRINCETON,WV,24740,154450,8/16/2000,37.41108,-81.02724
2934,PARIS IL,Supercenter,15150 US HIGHWAY 150,PARIS,IL,61944,108448,10/25/2000,39.60420035,-87.67742418
2935,KNOXVILLE IA,Supercenter,814 W BELL AVE,KNOXVILLE,IA,50138,109630,8/16/2000,41.320318,-93.103486
2936,MILWAUKEE WI,Supercenter,10330 W SILVER SPRING DR,MILWAUKEE,WI,53225,147827,1/23/2002,43.11949335,-88.04166426
2937,HIBBING MN,Supercenter,12080 HIGHWAY 169 W,HIBBING,MN,55746,188241,2/28/2001,47.40004321,-92.95952695
2938,LAFAYETTE (S) LA,Supercenter,2428 W PINHOOK RD,LAFAYETTE,LA,70508,203750,9/20/2000,30.18140683,-92.00518611
2939,RICHLAND MS,Supercenter,200 MARKETPLACE DRIVE,RICHLAND,MS,39218,155530,1/24/2001,32.2377,-90.1548
2941,ATLANTA GA,Supercenter,5200 WINDWARD PKWY,ALPHARETTA,GA,30004,204167,1/23/2002,34.08811436,-84.27075273
2945,PARKESBURG PA,Supercenter,100 COMMONS DR,PARKESBURG,PA,19365,189031,5/15/2002,39.980924,-75.93516571
2947,VANCOUVER WA,Wal-Mart,9000 NE HIGHWAY 99,VANCOUVER,WA,98665,141147,3/14/2001,45.68723718,-122.6599285
2948,SANTA FE SPRINGS CA,Supercenter,13310 TELEGRAPH RD,SANTA FE SPRINGS,CA,90670,140546,9/18/2002,33.94139566,-118.0484023
2949,LONG BEACH CA 11-07-02,Wal-Mart,151 E 5TH ST,LONG BEACH,CA,90802,126104,10/30/2002,33.77293927,-118.1917265
2950,PALMDALE (EAST) CA,Supercenter,37140 47TH ST E,PALMDALE,CA,93552,217998,1/23/2002,34.55664184,-118.043017
2951,LANCASTER (EAST) CA,Supercenter,1731 E AVENUE J,LANCASTER,CA,93535,222876,1/23/2002,34.68962698,-118.1031315
2952,MURRIETA CA,Wal-Mart,41200 MURRIETA HOT SPRINGS RD,MURRIETA,CA,92562,149170,1/24/2001,33.55270737,-117.1932991
2953,SWANSEA MA,Supercenter,262 SWANSEA MALL DR,SWANSEA,MA,2777,93018,10/24/2001,41.75497714,-71.21882771
2954,NORWALK CT,Wal-Mart,650 MAIN AVE,NORWALK,CT,6851,114015,10/25/2000,41.132716,-73.402689
2955,KANSAS CITY MO,Supercenter,1701 W 133RD ST,KANSAS CITY,MO,64145,207068,9/18/2002,38.883941,-94.595219
2956,JOLIET (N) IL,Supercenter,1401 IL ROUTE 59,SHOREWOOD,IL,60431,218436,9/15/2004,41.523431,-88.158761
2957,DETROIT LAKES MN,Supercenter,1583 HIGHWAY 10 W,DETROIT LAKES,MN,56501,157384,2/28/2001,46.79770899,-95.80715008
2958,APPLETON (E),Supercenter,3701 E CALUMET ST,APPLETON,WI,54915,205721,5/16/2001,44.282485,-88.41276
2959,ROSEVILLE,Wal-Mart,28804 GRATIOT AVE,ROSEVILLE,MI,48066,135626,7/18/2001,42.503558,-82.936991
2960,LOS ANGELES-LONG BEACHCA,Wal-Mart,4101 CRENSHAW BLVD,LOS ANGELES,CA,90008,218653,1/22/2003,34.01038816,-118.3357551
2962,POMPANO BEACH FL,Supercenter,2300 W ATLANTIC BLVD,POMPANO BEACH,FL,33069,230511,8/14/2002,26.23130144,-80.15372653
2963,CORAL SPRINGS FL,Supercenter,6001 CORAL RIDGE DR,CORAL SPRINGS,FL,33076,201882,10/24/2001,26.30635032,-80.27879598
2964,LEOMINSTER MA,Supercenter,11 JUNGLE RD,LEOMINSTER,MA,1453,171342,5/21/2008,42.49252662,-71.72778242
2965,NEWINGTON CT,Wal-Mart,3164 BERLIN TPKE,NEWINGTON,CT,6111,132263,9/19/2001,41.66231466,-72.72166125
2966,WADSWORTH OH,Supercenter,222 SMOKERISE DR,WADSWORTH,OH,44281,207498,10/27/2004,41.05257161,-81.72586269
2967,FORT WRIGHT KY,Supercenter,3450 VALLEY PLAZA PKWY,FT WRIGHT,KY,41017,183917,9/15/2004,39.034253,-84.574476
2968,CARROLLTON KY,Supercenter,200 FLOYD DR,CARROLLTON,KY,41008,107356,1/24/2001,38.677051,-85.169553
2973,MURPHY TX,Supercenter,115 WEST FM 544,MURPHY,TX,75094,54762,8/9/2000,33.01168275,-96.61807072
2974,RICHARDSON TX,Neighborhood Market,1501 BUCKINGHAM RD,RICHARDSON,TX,75081,43074,6/6/2001,32.95019,-96.710942
2975,GARLAND TX,Neighborhood Market,3959 BROADWAY BLVD,GARLAND,TX,75043,54762,12/6/2000,32.86549103,-96.60649162
2976,MESQUITE TX,Neighborhood Market,915 N TOWN EAST BLVD,MESQUITE,TX,75150,53646,1/17/2001,32.81262408,-96.608606
2977,ARLINGTON TX,Neighborhood Market,735 W SUBLETT RD,ARLINGTON,TX,76017,53584,8/23/2000,32.64575672,-97.11719071
2978,FORT WORTH (S) TX,Supercenter,7451 MCCART AVE,FORT WORTH,TX,76133,180312,2/28/2001,32.63651571,-97.36773219
2979,FORT WORTH (NE) TX,Neighborhood Market,7401 PARK VISTA BLVD,FORT WORTH,TX,76137,53584,8/23/2000,32.87513957,-97.27029467
2980,FT WORTH (N) TX,Supercenter,8520 N BEACH ST,FORT WORTH,TX,76244,199777,5/19/2004,32.934024,-97.250604
2981,KELLER TX,Neighborhood Market,2130 RUF SNOW DRIVE,KELLER,TX,76248,42988,4/4/2001,32.89331782,-97.2397378
2985,FRESNO CA EF,Wal-Mart,7065 N INGRAM AVE,FRESNO,CA,93650,142129,1/23/2002,36.8379842,-119.8039017
2986,NEENAH WI,Supercenter,1155 W WINNECONNE AVE,NEENAH,WI,54956,203622,3/17/2004,44.17565683,-88.48974033
2987,DAVIE FL,Supercenter,4301 S UNIVERSITY DR,DAVIE,FL,33328,149969,4/10/2013,26.06821028,-80.25234126
2988,LA FAYETTE GA,Supercenter,2625 NO. HWY 27,LA FAYETTE,GA,30728,154770,10/11/2000,34.65768528,-85.2760136
2989,FREMONT CA,Wal-Mart,44009 OSGOOD RD,FREMONT,CA,94539,141127,8/24/2005,37.51142162,-121.9424494
2990,MITCHELL SD,Supercenter,1101 E SPRUCE ST,MITCHELL,SD,57301,183645,3/14/2001,43.68748138,-98.01427752
2991,CEDAR PARK TX,Supercenter,201 WALTON WAY,CEDAR PARK,TX,78613,208043,10/24/2001,30.52290059,-97.8341111
2992,CORNING NY,Supercenter,3217 SILVERBACK LN,PAINTED POST,NY,14870,157730,9/19/2001,42.155826,-77.115626
2993,SUGAR LAND TX,Supercenter,345 HIGHWAY 6,SUGAR LAND,TX,77478,205499,2/28/2001,29.627645,-95.635597
2994,ST. JOSEPH (S) MO,Supercenter,3022 S BELT HWY,SAINT JOSEPH,MO,64503,155530,3/14/2001,39.73936261,-94.80124762
2995,PLANO (E) TX,Neighborhood Market,8040 INDEPENDENCE PKWY,PLANO,TX,75025,40575,3/28/2007,33.082934,-96.752101
2996,DALLAS (NW) TX,Supercenter,18121 MARSH LN,DALLAS,TX,75287,203750,3/14/2001,32.9955049,-96.85779161
2997,FAYETTEVILLE AR,Wal-Mart,616 N GARLAND AVE STE 363,FAYETTEVILLE,AR,72701,3371,1/14/2011,36.07221846,-94.17542029
3007,RICHFIELD NC,Neighborhood Market,139 N HIGHWAY 49,RICHFIELD,NC,28137,14869,6/15/2011,35.47283471,-80.26494868
3008,ATLANTA VINE CITY GA,Supercenter,835 MARTIN LUTHER KING JR DRIV,ATLANTA,GA,30314,75676,1/23/2013,33.75541193,-84.41446577
3011,BOYNTON BEACH FL,Neighborhood Market,9840 S MILITARY TRL STE G-1,BOYNTON BEACH,FL,33436,46471,1/16/2013,26.5298733,-80.12276201
3013,PINELLAS PARK 66TH FL,Neighborhood Market,7500 66TH ST,PINELLAS PARK,FL,33781,41015,7/17/2013,27.83999679,-82.72862826
3015,PLEASANT GROVE TX,Neighborhood Market,2827 S. BUCKNER BLVD,DALLAS (PLEASANT GROVE),TX,75227,40601,8/14/2013,32.75947117,-96.68283507
3019,THORNTON 88TH CO,Neighborhood Market,850 E 88TH AVE,THORNTON,CO,80229,51349,8/15/2012,39.85612738,-104.9764
3020,ARVADA INDIANA CO,Neighborhood Market,14605 W 64TH AVE,ARVADA,CO,80004,57863,6/20/2012,39.81405417,-105.1632371
3022,STOCKTON MARCH LN CA,Neighborhood Market,1189 E MARCH LN,STOCKTON,CA,95210,54480,9/19/2012,38.00366068,-121.2921643
3023,SAN JOSE EVERGREEN CA,Neighborhood Market,4055 EVERGREEN VILLAGE SQ STE,SAN JOSE,CA,95135,40950,1/30/2013,37.31348777,-121.7726786
3025,SAN JOSE HAMILTON CA,Neighborhood Market,1600 SARATOGA AVE UNIT 501,SAN JOSE,CA,95129,37628,10/3/2012,37.29128417,-121.9896172
3030,WAUWATOSA 124TH WI,Neighborhood Market,3850 N 124TH ST,WAUWATOSA,WI,53222,38294,6/20/2012,43.08892586,-88.06622758
3031,MENOMONEE FALLS WI,Neighborhood Market,N88W15559 MAIN ST,MENOMONEE FALLS,WI,53051,42041,10/24/2012,43.145602,-88.115779
3032,GENTRY AR,Neighborhood Market,905 S GENTRY BLVD,GENTRY,AR,72734,14869,6/3/2011,36.268323,-94.486877
3033,GRAVETTE AR,Neighborhood Market,800 1ST AVE SE,GRAVETTE,AR,72736,14869,8/31/2011,36.4144104,-94.45306988
3034,PRAIRIE GROVE AR,Neighborhood Market,881 W BUCHANAN,PRAIRIE GROVE,AR,72753,14869,6/3/2011,35.97003249,-94.33615266
3036,YANCEYVILLE NC,Neighborhood Market,1593 NC HIGHWAY 86 N,YANCEYVILLE,NC,27379,14870,12/14/2011,36.404814,-79.335765
3037,SNOW HILL NC,Neighborhood Market,905 SE 2ND ST,SNOW HILL,NC,28580,14870,10/19/2011,35.44259814,-77.6623304
3039,CHICAGO CHICAGO AND FRANK,Neighborhood Market,225 W CHICAGO AVE,CHICAGO,IL,60654,15937,5/9/2012,41.89649975,-87.63458046
3042,COVINGTON LA,Neighborhood Market,2800 N HWY 190,COVINGTON,LA,70433,41889,2/13/2013,30.457687,-90.114529
3044,FORT WORTH SE TX,Supercenter,2900 RENAISSANCE SQUARE,FORT WORTH,TX,76105,185555,2/1/2013,32.722238,-97.26743
3046,MODESTO ORANGE CA,Neighborhood Market,1421 COFFEE RD,MODESTO,CA,95355,29958,9/19/2012,37.66390705,-120.9757672
3047,TURLOCK C CA,Neighborhood Market,2480 GEER ROAD,TURLOCK,CA,95380,60737,8/14/2013,37.51568557,-120.8487853
3049,TUCSON KOLB AZ,Neighborhood Market,2550 S. KOLB RD,TUCSON,AZ,85710,39621,4/19/2013,32.19247056,-110.8410322
3052,VANCOUVER PLAZA WA,Neighborhood Market,7809 NE VANCOUVER PLAZA DR,VANCOUVER,WA,98662,42373,7/17/2013,45.64877688,-122.5932272
3057,HELOTES TX,Supercenter,12550 LESLIE RD,HELOTES,TX,78023,152262,4/10/2013,29.5605286,-98.68048819
3062,SPRINGFIELD MO,Neighborhood Market,3536 W MOUNT VERNON ST,SPRINGFIELD,MO,65802,41180,10/17/2012,37.20483989,-93.34995736
3065,CHICAGO BROADWAY AND ADDI,Neighborhood Market,3636 N BROADWAY ST,CHICAGO,IL,60613,14086,11/30/2011,41.9480012,-87.64777198
3066,SARASOTA FL,Neighborhood Market,3500 N TAMIAMI TRAIL,SARASOTA,FL,34234,34455,9/19/2012,27.36673453,-82.55063306
3067,NORCROSS E GA,Supercenter,4975 JIMMY CARTER BLVD,NORCROSS,GA,30093,148394,8/14/2013,33.89466366,-84.19504206
3068,MARIETTA POWDER GA,Neighborhood Market,1167 POWDER SPRINGS ST,MARIETTA,GA,30064,41260,1/16/2013,33.92712746,-84.57027331
3070,DUNWOODY PEELER GA,Neighborhood Market,5025 WINTERS CHAPEL RD,DUNWOODY,GA,30360,36325,8/14/2013,33.94150576,-84.27171084
3071,TUCKER PLEASANTDALE GA,Neighborhood Market,3201 TUCKER NORCROSS RD,TUCKER,GA,30084,42664,6/26/2013,33.8833935,-84.21984371
3072,SNELLVILLE MCGEE GA,Neighborhood Market,2912 W MAIN ST,SNELLVILLE,GA,30078,40642,8/29/2012,33.85309571,-84.03335055
3074,LAWRENCEVILLE GA,Neighborhood Market,3059 LAWRENCEVILLE HWY,LAWRENCEVILLE,GA,30044,44916,6/20/2012,33.92140796,-84.08636002
3075,PANAMA CITY 23RD FL,Supercenter,513 W 23RD ST,PANAMA CITY,FL,32405,124395,1/23/2013,30.18962721,-85.66831912
3077,HAYMARKET VA,Supercenter,6530 TRADING SQ,HAYMARKET,VA,20169,146530,9/12/2012,38.872792,-77.660457
3080,AYDEN NC,Neighborhood Market,182 NC 102 W,AYDEN,NC,28513,14870,12/14/2011,35.4703,-77.423119
3082,COLORADO SPRINGS CHELTON,Neighborhood Market,1622 S ACADEMY BLVD,COLORADO SPRINGS,CO,80916,40601,1/16/2013,38.803293,-104.707538
3083,COLORADO SPRINGS PLATTE C,Neighborhood Market,665 N MURRAY BLVD,COLORADO SPRINGS,CO,80915,52797,8/29/2012,38.84288875,-104.7479473
3086,LOS ANGELES W CAESAR CA,Neighborhood Market,701 W CESAR E CHAVEZ AVE,LOS ANGELES,CA,90012,33959,8/14/2013,34.06148509,-118.243835
3087,OXNARD CA,Wal-Mart,2701 SAVIERS RD,OXNARD,CA,93033,77135,1/23/2013,34.1749626,-119.1776256
3088,ST CLOUD MN,Supercenter,3601 2ND ST SOUTH,ST CLOUD,MN,56301,148356,10/26/2012,45.54979701,-94.20223959
3090,ROCKLIN PACIFIC CA,Neighborhood Market,5609 PACIFIC ST,ROCKLIN,CA,95677,52962,9/18/2013,38.78363702,-121.2397483
3093,MERIDIAN S ID,Supercenter,795 WEST OVERLAND ROAD,MERIDIAN,ID,83642,159960,8/14/2013,43.58998711,-116.4036014
3097,BEAVERTON APPLE OR,Neighborhood Market,8235 SW APPLE WAY,PORTLAND,OR,97225,25000,1/16/2013,45.48586876,-122.7640283
3098,BELLEVUE WA,Neighborhood Market,15063 MAIN ST,BELLEVUE,WA,98007,64935,6/29/2012,47.60975553,-122.1392972
3099,LA PALMA CA,Neighborhood Market,5420 LAPALMA AVE,LA PALMA,CA,90623,30800,5/10/2013,33.84626968,-118.0376461
3102,PRINCETON MN,Supercenter,300 21ST AVE,PRINCETON,MN,55371,119768,2/1/2013,45.571897,-93.588076
3103,GODDARD KS,Supercenter,18631 W KELLOGG DR,GODDARD,KS,67052,120243,1/11/2013,37.656893,-97.579974
3104,DEERFIELD BEACH FL,Neighborhood Market,1101 S. MILITARY TRL,DEERFIELD BEACH,FL,33442,56578,5/24/2013,26.30073166,-80.13439676
3111,SPRINGFIELD MO,Neighborhood Market,545 EL CAMINO ALTO DR,SPRINGFIELD,MO,65802,40601,10/3/2012,37.212257,-93.306677
3112,SAN ANTONIO FOSTER TX,Supercenter,4096 N FOSTER RD,SAN ANTONIO,TX,78244,159911,5/1/2013,29.479985,-98.352567
3116,MARIETTA BLACKWELL GA,Neighborhood Market,3372 CANTON RD STE 142,MARIETTA,GA,30066,42001,3/29/2013,34.03376921,-84.52759295
3119,PANAMA CITY PIER PARK FL,Supercenter,15495 PANAMA CITY BEACH PKWY,PANAMA CITY BEACH,FL,32413,154786,3/13/2013,30.243545,-85.907737
3121,MIDWAY NC,Neighborhood Market,189 HICKORY TREE RD,MIDWAY,NC,27107,15318,11/16/2011,35.96733751,-80.22398736
3125,LITTLETON BOWLES CO,Neighborhood Market,3615 W BOWLES AVE,LITTLETON,CO,80123,42282,6/29/2012,39.6100638,-105.034912
3126,CENTENNIAL SMOKY HILL CO,Neighborhood Market,16746 E SMOKY HILL RD,CENTENNIAL,CO,80015,49025,6/20/2012,39.62554624,-104.7938693
3127,DENVER CHAMBERS CO,Neighborhood Market,5141 CHAMBERS RD,DENVER,CO,80239,57561,6/29/2012,39.78578949,-104.8114067
3128,DENVER PARKER CO,Neighborhood Market,1442 S PARKER RD,DENVER,CO,80231,57371,6/20/2012,39.69045576,-104.890749
3135,FORT WORTH TX,Neighborhood Market,717 W. BERRY ST,FORT WORTH,TX,76110,42184,4/19/2013,32.70487607,-97.3323458
3142,MARANA THORNYDALE AZ,Neighborhood Market,3900 W. INA ROAD,MARANA,AZ,85741,37174,3/1/2013,32.33762819,-111.0469265
3143,TUCSON CAMINO SECO AZ,Neighborhood Market,8640 E BROADWAY BLVD,TUCSON,AZ,85710,41179,4/19/2013,32.22085568,-110.8080274
3144,MILWAUKIE OR,Neighborhood Market,15600 SE MCLOUGHLIN BLVD,MILWAUKIE,OR,97267,64459,8/14/2013,45.41017837,-122.627281
3146,CORVALLIS OR,Neighborhood Market,1840 NW 9TH ST,CORVALLIS,OR,97330,36735,3/29/2013,44.58604831,-123.2565454
3153,OMAHA 168TH ST & HARRISON,Neighborhood Market,6710 S. 167TH ST,OMAHA,NE,68135,41224,6/12/2013,41.192092,-96.17541972
3154,BELLEVUE CAPEHEART RD & S,Neighborhood Market,2109 TOWNE CENTER DR,BELLEVUE,NE,68123,41209,3/1/2013,41.11212,-95.9574
3155,DERBY KS,Neighborhood Market,1106 S. ROCK RD,DERBY,KS,67037,41180,6/12/2013,37.55347057,-97.24418874
3157,NEWPORT NEWS HARPERSVILLE,Neighborhood Market,11214 JEFFERSON AVE,NEWPORT NEWS,VA,23601,42016,1/30/2013,37.06132431,-76.46521653
3162,ORLANDO MICHIGAN FL,Neighborhood Market,2801 S ORANGE AVE,ORLANDO,FL,32806,48099,6/26/2013,28.51206019,-81.37529588
3168,CONWAY AR,Neighborhood Market,2550 PRINCE ST,CONWAY,AR,72034,41070,7/17/2013,35.09226206,-92.46407264
3171,DALLAS GREENVILLE AVE TX,Neighborhood Market,2218 GREENVILLE AVE,DALLAS (GREENVILLE),TX,75206,34630,10/17/2012,32.81612979,-96.77008783
3172,OMAHA 50TH ST & L ST NE,Neighborhood Market,5051 L ST,OMAHA,NE,68117,41209,7/17/2013,41.21176436,-95.99205353
3176,COLORADO SPRINGS UNION CO,Neighborhood Market,1725 N. UNION BLVD,COLORADO SPRINGS,CO,80909,41179,8/2/2013,38.85716113,-104.7941179
3177,FORT COLLINS S CO,Supercenter,4625 S MASON ST,FORT COLLINS,CO,80525,95230,4/24/2013,40.52167566,-105.0794375
3178,GRESHAM POWELL OR,Neighborhood Market,2444 E POWELL BLVD,GRESHAM,OR,97080,60943,1/16/2013,45.49398374,-122.4075441
3182,CHAPEL HILL NC,Supercenter,12500 US 15 501 N,CHAPEL HILL,NC,27517,148401,6/12/2013,35.938902,-79.040688
3184,HOOVER LORNA RD AL,Neighborhood Market,3320 LORNA RD,HOOVER,AL,35216,41384,8/14/2013,33.39383723,-86.79851297
3186,ALPHARETTA HAYNES BRIDGE,Neighborhood Market,11770 HAYNES BRIDGE RD,ALPHARETTA,GA,30009,46638,9/19/2012,34.0691467,-84.2935436
3188,STONE MOUNTAIN W GA,Supercenter,5935 MEMORIAL DR,STONE MOUNTAIN,GA,30083,159195,6/12/2013,33.80059436,-84.19589042
3191,PICKENS SC,Supercenter,2637 GENTRY MEMORIAL HWY,PICKENS,SC,29671,90242,4/10/2013,34.87008884,-82.6921637
3192,POWDERSVILLE SC,Supercenter,11410 ANDERSON RD,GREENVILLE,SC,29611,148394,3/13/2013,34.79043965,-82.48084834
3198,CARROLLTON OLD DENTON & H,Neighborhood Market,4025 OLD DENTON RD,CARROLLTON,TX,75007,63905,10/24/2012,33.01840924,-96.9160808
3199,PLANO PARK & SHILOH TX,Neighborhood Market,3513 E PARK BLVD,PLANO,TX,75074,63680,10/24/2012,33.03111786,-96.66621369
